personID,label,fullname,years,gender
59593,"Warren, James","Warren, James (1726-1808)",1726-1808,Man
350122,"Paddack, Seth","Paddack, Seth",1741-,Man
55262,"Mason, George","Mason, George (1725-1792)",1725-1792,Man
50911,"Crawford, Valentine","Crawford, Valentine (1734-1777)",1734-1777,Man
59274,"Van Braam, Jacob","Van Braam, Jacob (1725-1784)",1725-1784,Man
50885,"Cranch, Mary Smith","Cranch, Mary Smith (1741-1811)",1741-1811,Woman
55450,"McDougall, Alexander","McDougall, Alexander (1732-1786)",1732-1786,Man
48661,"Aylett, John","Aylett, John (1748-1777)",1748-1777,Man
246153,"Colden, Richard Nicolls","Colden, Richard Nicolls (d. 1777)",-1777,Man
348985,"Henckell, Elizabeth","Henckell, Elizabeth",-1787,Woman
55444,"McDonald, Angus","McDonald, Angus (1727-1778)",1727-1778,Man
346172,"Cottrell, Stephen","Cottrell, Stephen (1738-1818)",1738-1818,Man
268090,"Ramsay, Elizabeth","Ramsay, Elizabeth (wife of Patrick Ramsay)",-,Woman
60323,"Wythe, George","Wythe, George (1726-1806)",1726-1806,Man
278044,"Walpole, Thomas","Walpole, Thomas",-,Man
56082,"Muse, George","Muse, George (1720-1790)",1720-1790,Man
RN-PER-0365,,,,
54853,"Livingston, William","Livingston, William (1723-1790)",1723-1790,Man
58301,Snickers,"Snickers (Sniggers), Edward (1735-1791)",1735-1791,Man
60089,"Willis, Francis","Willis, Francis (1718-1782)",1718-1782,Man
300908,"Smith, Elizabeth","Smith, Elizabeth (1724-1772)",1724-1772,Woman
56619,"Peabody, Elizabeth Smith Shaw","Peabody, Elizabeth Smith Shaw (1750-1815)",1750-1815,Woman
273556,"Tucker, Josiah","Tucker, Josiah (1713-1799, Dean of Gloucester)",1713-1799,Man
306908,"Page, John","Page, John (1760-1838, husband of Maria Horsmanden Byrd)",1760-1838,Man
54733,"Lewis, Thomas","Lewis, Thomas (1718-1790)",1718-1790,Man
58587,"Stoddert, Benjamin","Stoddert, Benjamin (1751-1813)",1751-1813,Man
347171,"Antill, John","Antill, John",1745-1813,Man
54081,"Jones, Emmanuel, Jr.","Jones, Emmanuel, Jr.",-,Man
49539,"Brent, Robert, Sr.","Brent, Robert, Sr. (1730-1780)",1730-1780,Man
RN-BUS-0080,,,,
58873,"Temple, John","Temple, John (1731-1798)",1731-1798,Man
60040,"Williams, David","Williams, David (1738-1816)",1738-1816,Man
57367,"Riddell, Henry","Riddell, Henry",-,Man
52023,"Finney, David","Finney, David (1726-1806)",1726-1806,Man
57054,"Preston, William","Preston, William (1729-1783)",1729-1783,Man
49230,"Blair, John","Blair, John (1732-1800)",1732-1800,Man
51411,"Dilly, Edward","Dilly, Edward (1732-1779)",1732-1779,Man
RN-PER-0836,,,,
54677,"Lewis, Andrew, Jr.","Lewis, Andrew, Jr. (1759-1844)",1759-1844,Man
50373,"Chew, Joseph","Chew, Joseph (1725-1798, of New London, Conn.)",1725-1798,Man
60221,"Woodfall, William","Woodfall, William (1746-1803)",1746-1803,Man
53697,"Hughes, William","Hughes, William (b. 1728)",1728-,Man
RN-ORG-0153,,,,
55467,"McGachen, William","McGachen, William (d. 1782)",-1782,Man
RN-ORG-0152,,,,
55612,"Mercer, Hugh","Mercer, Hugh (1726-1777)",1726-1777,Man
RN-PER-0319,,,,
51410,"Dilly, Charles","Dilly, Charles (1739-1807)",1739-1807,Man
RN-PER-0783,,,,
304231,"Hubbart, Tuthill","Hubbart, Tuthill (insurer)",-,Man
251103,"Fowler, George","Fowler, George",-,Man
50892,"Crane, James","Crane, James",-,Man
56457,"Paine, Robert Treat","Paine, Robert Treat (b. 1731)",1731-1814,Man
56211,"Nicholas, Robert Carter","Nicholas, Robert Carter (1729-1780)",1729-1780,Man
249022,"Despencer, Francis Dashwood, baron le","Despencer, Francis Dashwood, baron le (1708-1781)",1708-1781,Man
351102,"Whatley, George","Whatley, George",1709-1791,Man
267148,"Pownall, John","Pownall, John (England)",1720-1795,Man
49751,"Buchan, David Steuart Erskine, 11th earl of","Buchan, David Steuart Erskine, 11th earl of (1742-1829)",1742-1829,Man
273423,"Thayer, Ebenezer","Thayer, Ebenezer (1734-1792)",1734-1792,Man
275928,"Wedderburn, Alexander, 1st Earl of Rosslyn, 1st Baron Loughborough","Wedderburn, Alexander, 1st Earl of Rosslyn, 1st Baron Loughborough (1733-1805)",1733-1805,Man
259394,"Lee, Philip Richard Francis","Lee, Philip Richard Francis (d. 1834)",-1834,Man
58447,"St. Clair, Arthur","St. Clair, Arthur (1737-1818)",1737-1818,Man
256757,"Hook, John","Hook, John",-,Man
57168,"Ramsay, William","Ramsay, William (1716-1785)",1716-1785,Man
RN-PER-0129,,,,
RN-PER-0807,,,,
RN-ORG-0201,,,,
RN-ORG-0093,,,,
56239,Nicolson,"Nicolson (Nicholson), Mary (1739-1775, sister of Thomas)",1739-1775,Woman
RN-ORG-0360,,,,
52314,"Gadsden, Christopher","Gadsden, Christopher (1724-1805)",1724-1805,Man
RN-ORG-0027,,,,
RN-ORG-0180,,,,
348856,"Gros, Mr.","Gros, Mr.",-,Man
60054,"Williams, Jonathan","Williams, Jonathan (c. 1754-1780)",1754-1780,Man
59172,"Tudor, William, Sr.","Tudor, William, Sr. (1750-1819)",1750-1819,Man
RN-PER-0583,,,,
53958,"Jay, Sarah Van Brugh Livingston","Jay, Sarah Van Brugh Livingston (1756-1802)",1756-1802,Woman
56507,"Parker, James","Parker, James (1729-1815, loyalist merchant)",1729-1815,Man
59652,"Washington, John Augustine","Washington, John Augustine (1736-1787)",1736-1787,Man
265455,"Palmer, Elizabeth Hunt","Palmer, Elizabeth Hunt (1755-1838, wife of Joseph Pearce Palmer)",1755-1838,Woman
244811,"Cornwallis, Frederick","Cornwallis, Frederick (1713-1783, Archbishop of Canterbury)",1713-1783,Man
53404,"Hill, Edward","Hill, Edward (1755-1775)",1755-1775,Man
269819,"Scott, John Morin","Scott, John Morin (1730-1784)",1730-1784,Man
258914,"Laurens, James","Laurens, James (d. 1784, brother of Henry)",-1784,Man
59168,"Tudor, John","Tudor, John (1709-1795)",1709-1795,Man
310089,"Walker, John","Walker, John (1732-1807)",1732-1807,Man
RN-GRP-0012,,,,
347748,"Campi, Carlo Giuseppe","Campi, Carlo Giuseppe",-,Man
RN-ORG-0197,,,,
351161,"Wolrich, Thomas","Wolrich, Thomas",-1791,Man
348579,"Foulger, Thomas","Foulger, Thomas",-,Man
128987,"Potts, Thomas","Potts, Thomas (1735-1785)",1735-1785,Man
263568,"Magellan, John Hyacinth de","Magellan, John Hyacinth de (1722-1790, João Jacinto de Magalhães)",1722-1790,Man
55833,"Moody, John","Moody, John (1746-1826)",1746-1826,Man
59149,"Trumbull, John","Trumbull, John (1756-1843)",1756-1843,Man
238926,"Allamand, Jean Nicolas Sébastien","Allamand, Jean Nicolas Sébastien (1713-1787, professor at Leyden)",1713-1787,Man
347452,"Bicker, Lambertus","Bicker, Lambertus",1732-1801,Man
53260,"Hazard, Ebenezer","Hazard, Ebenezer (1744-1817)",1744-1817,Man
53355,"Herbert, William","Herbert, William (1743-1818)",1743-1818,Man
RN-ORG-0061,,,,
55503,"McKenzie, Robert","McKenzie, Robert",-,Man
50887,"Cranch, Richard","Cranch, Richard (1726-1811)",1726-1811,Man
57139,"Quincy, Josiah Jr.","Quincy, Josiah Jr. (1744-1775)",1744-1775,Man
58145,"Smith, Abigail","Smith, Abigail (Nabby) Amelia Adams (1765-1813)",1765-1813,Woman
260255,"Le Mercier de La Rivière, Paul Pierre","Le Mercier de La Rivière, Paul Pierre (1719-1801)",1719-1801,Man
54220,"Kent, Benjamin","Kent, Benjamin (1708-1788)",1708-1788,Man
58731,"Swift, Samuel","Swift, Samuel (1715-1775)",1715-1775,Man
RN-ORG-0006,,,,
52315,"Gage, Thomas","Gage, Thomas (1720-1787)",1720-1787,Man
301121,"Moore, Charles","Moore, Charles (1724-1801)",1724-1801,Man
RN-ORG-0344,,,,
53121,"Harrison, Benjamin, V","Harrison, Benjamin, V (1726-1791)",1726-1791,Man
49246,"Bland, Richard","Bland, Richard (1710-1776)",1710-1776,Man
49824,"Burke, Edmund","Burke, Edmund (1729-1797)",1729-1797,Man
349538,"Life, Thomas","Life, Thomas",-,Man
275974,"Wentworth, Paul","Wentworth, Paul (British agent)",-1793,Man
58959,"Thomson, Charles","Thomson, Charles (1729-1824)",1729-1824,Man
350230,"Phipps, J. Warner","Phipps, J. Warner",-,Man
48376,"Alexander, William, Lord Stirling","Alexander, William, Lord Stirling (1726-1783)",1726-1783,Man
238955,"Almon, John","Almon, John (1737-1805, London publisher)",1737-1805,Man
54842,"Livingston, Philip","Livingston, Philip (1716-1778)",1716-1778,Man
54952,"Low, Isaac","Low, Isaac (1731-1791)",1731-1791,Man
48442,"Alsop, John","Alsop, John (1724-1794)",1724-1794,Man
51535,"Duane, James","Duane, James (1733-1797)",1733-1797,Man
RN-GRP-0017,,,,
RN-PER-0369,,,,
RN-ORG-0094,,,,
51067,"Dade, Townshend","Dade, Townshend (1742-1822)",1742-1822,Man
55797,Montague,"Montague (Montagu), Edward (c.1720-1798)",1720-1798,Man
349503,"Lelyveld, Frans van","Lelyveld, Frans van",-,Man
301469,"Finlay, Hugh","Finlay, Hugh (postmaster)",1730-1801,Man
50186,"Cary, Archibald","Cary, Archibald (1721-1787)",1721-1787,Man
49155,"Biddle, Edward","Biddle, Edward (1738-1779)",1738-1779,Man
347111,"Agujari, Lucrezia","Agujari, Lucrezia (1743-1783)",1743-1783,Woman
52059,"Fitzgerald, John","Fitzgerald, John (1700-1798)",1700-1798,Man
262495,"Morton (Moreton), Andrew","Morton (Moreton), Andrew",-,Man
55774,"Molleson, William","Molleson, William",-,Man
RN-PER-0499,,,,
RN-ORG-0284,,,,
350024,"Neate, William","Neate, William",-1775,Man
RN-PER-0038,,,,
52730,"Grayson, William","Grayson, William (d. 1790)",1740-1790,Man
49820,"Burgh, James","Burgh, James (1714-1775)",1714-1775,Man
53652,"Howe, Richard, 1st Earl Howe","Howe, Richard, 1st Earl Howe (1726-1799)",1726-1799,Man
309193,"Stewart, James","Stewart, James (runaway servant; 1739] (b. 1714)",1714-,Man
248310,"Dodge, William","Dodge, William",-,Man
56822,"Pickering, Timothy","Pickering, Timothy (1745-1829)",1745-1829,Man
54849,"Livingston, Robert R.","Livingston, Robert R. (1718-1775)",1718-1775,Man
338125,"Huger, Elizabeth Chalmers","Huger, Elizabeth Chalmers",-,Woman
256086,"Howe, Caroline","Howe, Caroline",1721-1814,Woman
347167,"Ansell, William","Ansell, William",-,Man
50531,"Cleveland, James","Cleveland, James",-,Man
RN-ORG-0095,,,,
RN-ORG-0411,,,,
49613,"Bronaugh, William","Bronaugh, William (1730-1800)",1730-1800,Man
350742,"Stanhope, Philip, 2nd Earl","Stanhope, Philip, 2nd Earl (1714-1786)",1714-1786,Man
RN-GRP-0002,,,,
RN-PER-0463,,,,
348391,"Edwards, Charles","Edwards, Charles",-,Man
RN-ORG-0285,,,,
50926,"Cresap, Thomas","Cresap, Thomas (1694-1790)",1694-1790,Man
52592,"Gooding, Jacob","Gooding, Jacob (d. 1791)",-1791,Man
57830,"Scott, James, Jr.","Scott, James, Jr. (1742-1779)",1742-1779,Man
RN-PER-0189,,,,
53099,"Harper, John","Harper, John (1736-1803)",1736-1803,Man
349190,"Kent, John","Kent, John (writer)",-,Man
53156,"Hartley, David","Hartley, David (1732-1813)",1732-1813,Man
48662,"Aylett, William","Aylett, William (1743-1780)",1743-1780,Man
50128,"Carroll, Charles","Carroll, Charles (1723-1783)",1723-1783,Man
56459,"Paine, Thomas","Paine, Thomas (1737-1809)",1737-1809,Man
300377,"Robeson, Andrew","Robeson, Andrew (1752-1781)",1752-1781,Man
56872,"Pitt, John, 2nd Earl of Chatham","Pitt, John, 2nd Earl of Chatham (1756-1835)",1756-1835,Man
58526,"Stevens, William","Stevens, William (1750-1801)",1750-1801,Man
53975,"Jenifer, Daniel","Jenifer, Daniel (1756-1809)",1756-1809,Man
RN-PER-0387,,,,
53536,"Home, Henry, Lord Kames","Home, Henry, Lord Kames (1696-1782)",1696-1782,Man
55285,"Mason, Thomson","Mason, Thomson (1759-1820)",1759-1820,Man
347431,"Bessborough, William Ponsonby, 2nd Earl of","Bessborough, William Ponsonby, 2nd Earl of",1704-1793,Man
RN-ORG-0405,,,,
277286,"Waite, John","Waite, John (1732-1820, sheriff)",1732-1820,Man
56675,"Pemberton, James","Pemberton, James (1723-1809)",1723-1809,Man
258760,"Kinsey, James","Kinsey, James (1731-1803)",1731-1803,Man
55382,"McCabe, Henry","McCabe, Henry (d. 1780)",-1780,Man
270799,"Smith, Alexander Hamilton","Smith, Alexander Hamilton (1748-1784)",1748-1784,Man
52365,"Gannett, Caleb","Gannett, Caleb (1745-1818)",1745-1818,Man
54597,"Lee, William","Lee, William (1750-1828, Billy, Mulatto Will, Will; slave)",1750-1828,Man
59597,"Warren, Joseph","Warren, Joseph (1741-1775)",1741-1775,Man
271175,"Stephens, Dennis","Stephens, Dennis",-,Man
51399,"Digges, George","Digges, George (1743-1792)",1743-1792,Man
50711,"Contee, Thomas","Contee, Thomas (1729-1811)",1729-1811,Man
51372,"Dickinson, John","Dickinson, John (1732-1808)",1732-1808,Man
55462,"McDowell, Samuel, Sr.","McDowell, Samuel, Sr. (1735-1817)",1735-1817,Man
RN-ORG-0009,,,,
348086,"Dalrymple, Alexander","Dalrymple, Alexander",1737-1808,Man
277478,"Wharton, Samuel","Wharton, Samuel (1732-1800)",1732-1800,Man
RN-ORG-0203,,,,
RN-ORG-0195,,,,
RN-ORG-0015,,,,
RN-ORG-0401,,,,
RN-ORG-0410,,,,
RN-ORG-0302,,,,
54741,"Lewis, Warner","Lewis, Warner (1720-1779)",1720-1779,Man
58371,"Spotswood, Alexander","Spotswood, Alexander (1751-1818)",1751-1818,Man
350626,"Seidel, Nathaniel","Seidel, Nathaniel",1718-1782,Man
RN-ORG-0253,,,,
53342,"Henry, Patrick","Henry, Patrick (1736-1799)",1736-1799,Man
56455,"Paine, Eunice","Paine, Eunice (1733-1803)",1733-1803,Woman
RN-ORG-0138,,,,
RN-ORG-0102,,,,
RN-GRP-0014,,,,
265108,"Oliver, Richard","Oliver, Richard (c. 1735-1784)",1735-1784,Man
RN-PER-0586,,,,
348625,"Friis, John Jacob","Friis, John Jacob",1708-1793,Man
253449,George II of Great Britain and Ireland,George II of Great Britain and Ireland (1683-1760),1683-1760,Man
RN-ORG-0282,,,,
RN-ORG-0298,,,,
58181,"Smith, Isaac, Sr.","Smith, Isaac, Sr. (1719-1787, uncle of AA)",1719-1787,Man
59166,"Tucker, St. George","Tucker, St. George (1752-1827)",1752-1827,Man
52504,"Gill, Moses","Gill, Moses (1734-1800)",1734-1800,Man
52448,"Gerry, Elbridge","Gerry, Elbridge (1744-1814)",1744-1814,Man
53030,"Hancock, John","Hancock, John (1737-1793)",1737-1793,Man
RN-ORG-0231,,,,
RN-ORG-0183,,,,
59380,"Vaughan, Samuel","Vaughan, Samuel (1720-1802)",1720-1802,Man
RN-ORG-0205,,,,
249785,"Eppes, Francis","Eppes, Francis (1747-1808)",1747-1808,Man
RN-PER-0099,,,,
271560,"Sargent, John","Sargent, John",-,Man
58901,"Thaxter, John, Jr.","Thaxter, John, Jr. (1755-1792)",1755-1792,Man
RN-ORG-0132,,,,
RN-ORG-0039,,,,
55919,"Morris, Gouverneur","Morris, Gouverneur (1752-1816)",1752-1816,Man
59567,"Ward, Henry","Ward, Henry (1732-1797)",1732-1797,Man
RN-ORG-0014,,,,
59177,"Tufts, Cotton","Tufts, Cotton (1732-1815)",1731-1815,Man
RN-ORG-0145,,,,
RN-ORG-0267,,,,
50543,"Clinton, George","Clinton, George (1739-1812)",1739-1812,Man
253097,"Gilmer, George","Gilmer, George (1743-1795)",1743-1795,Man
51968,"Fenton, John","Fenton, John (d. 1785)",-1785,Man
RN-ORG-0181,,,,
56059,"Murray, Daniel","Murray, Daniel (1751-1832)",1751-1832,Man
RN-ORG-0260,,,,
53483,"Hogg, Thomas","Hogg, Thomas (1722-1784)",1722-1784,Man
48647,"Austin, Jonathan Williams","Austin, Jonathan Williams (1751-1779)",1751-1779,Man
57798,"Scammell, Alexander","Scammell, Alexander (1747-1781)",1747-1781,Man
58919,"Thomas, John, Sr.","Thomas, John, Sr. (1724–1776)",1724-1776,Man
50733,"Cooke, Nicholas","Cooke, Nicholas (1717-1782)",1717-1782,Man
59151,"Trumbull, Jonathan, Sr.","Trumbull, Jonathan, Sr. (1710-1785)",1710-1785,Man
57335,"Rice, Nathan","Rice, Nathan (1754-1834)",1754-1834,Man
59833,"Wentworth, Hunking","Wentworth, Hunking (1697-1784)",1697-1784,Man
52757,"Greene, William","Greene, William (1731-1809)",1731-1809,Man
53288,"Heath, William","Heath, William (1737-1814)",1737-1814,Man
56279,"North, Frederick","North, Frederick (1732-1792, Lord North; Second Earl of Guilford)",1732-1792,Man
51206,"Davis, Joshua","Davis, Joshua",-,Man
51442,"Dodge, Richard","Dodge, Richard (1738-1802)",1738-1802,Man
50334,"Chase, Samuel","Chase, Samuel (1741-1811)",1741-1811,Man
57584,"Ross, George","Ross, George (1752-1832)",1752-1832,Man
60121,"Wilson, James","Wilson, James (1742-1798)",1742-1798,Man
53717,"Humphreys, Charles","Humphreys, Charles (1714-1786)",1714-1786,Man
RN-GRP-0004,,,,
50006,"Campbell, Donald","Campbell, Donald (colonel)",-,Man
240257,"Baldwin, Loammi","Baldwin, Loammi (1744-1807)",1744-1807,Man
51121,"Danielson, Timothy","Danielson, Timothy (1733-1791)",1733-1791,Man
RN-ORG-0299,,,,
RN-ORG-0261,,,,
RN-ORG-0182,,,,
60347,"Young, Thomas","Young, Thomas (1732-1777)",1732-1777,Man
58686,"Sullivan, John","Sullivan, John (1740-1795)",1740-1795,Man
RN-PER-0827,,,,
RN-ORG-0099,,,,
55932,"Morris, Lewis","Morris, Lewis (1726-1798)",1726-1798,Man
RN-ORG-0193,,,,
59116,"Trent, William","Trent, William (1715-1787)",1715-1787,Man
51551,"Duché, Jacob","Duché, Jacob (1737-1798)",1737-1798,Man
56409,"Otis, James, Sr.","Otis, James, Sr. (1702-1778)",1702-1778,Man
48783,"Bancroft, Edward","Bancroft, Edward (1744-1821)",1744-1821,Man
128628,"Gale, Benjamin","Gale, Benjamin (1715-1790)",1715-1790,Man
RN-ORG-0214,,,,
52557,"Goddard, John","Goddard, John (d. 1816)",1730-1816,Man
RN-ORG-0229,,,,
259605,"Livingston, Peter Van Brugh","Livingston, Peter Van Brugh (b. 1753)",1753-,Man
RN-ORG-0172,,,,
RN-ORG-0314,,,,
59562,"Ward, Artemas","Ward, Artemas (1727-1800)",1727-1800,Man
59569,"Ward, Jonathan","Ward, Jonathan",-,Man
243796,"Bromfield, Thomas","Bromfield, Thomas",-,Man
349051,"Howard, Martin, Jr.","Howard, Martin, Jr.",-1781,
275083,"Tucker, Henry, Sr.","Tucker, Henry, Sr. (1713-1787)",1713-1787,Man
49678,"Brown, John","Brown, John (1744-1780)",1744-1780,Man
248195,"Desambrager, ——","Desambrager, —— (lieutenant)",-,Man
52269,"French, Christopher","French, Christopher",-,Man
256299,"Hamilton, Andrew","Hamilton, Andrew (1697-1790, Va.)",1697-1790,Man
RN-ORG-0257,,,,
52761,"Green, Hannah Storer","Green, Hannah Storer (1739-1811)",1739-1811,Woman
48673,"Babcock, James","Babcock, James (1734-1781)",1734-1781,Man
53655,"Howe, William, 5th Viscount Howe","Howe, William, 5th Viscount Howe (1729-1814)",1729-1814,Man
56498,"Parke, John","Parke, John (1754-1789)",1754-1789,Man
268104,"Randall, John","Randall, John (1752-1826)",1752-1826,Man
54539,"Lee, Charles","Lee, Charles (1758-1815)",1758-1815,Man
RN-ORG-0156,,,,
52292,"Frye, Joseph","Frye, Joseph (1712-1794)",1712-1794,Man
266445,"Prescott, James","Prescott, James",-,Man
57040,"Prescott, William","Prescott, William (1726-1795)",1726-1795,Man
276774,"White, Anthony","White, Anthony (1717-1787)",1717-1787,Man
57197,"Randolph, John","Randolph, John (1727-1784)",1727-1784,Man
301290,"Deane, Silas, Jr.","Deane, Silas, Jr.",-,Man
57735,"Saltonstall, Gurdon","Saltonstall, Gurdon (1708-1785)",1708-1785,Man
55950,"Morris, Robert","Morris, Robert (1734-1806)",1735-1806,Man
RN-ORG-0013,,,,
60260,"Wooster, David","Wooster, David (1711-1777)",1711-1777,Man
RN-PER-0158,,,,
57188,"Randolph, Edmund Jenings","Randolph, Edmund Jenings (1753-1813)",1753-1813,Man
59360,"Varnum, James Mitchell","Varnum, James Mitchell (1748-1789)",1748-1789,Man
RN-ORG-0038,,,,
48491,"Angel, Abiathar","Angel, Abiathar (1746-1830)",1746-1830,Man
49642,"Broughton, Nicholson","Broughton, Nicholson (1724-1798)",1724-1798,Man
59096,"Tracy, Nathaniel","Tracy, Nathaniel (1751-1796)",1751-1796,Man
50618,"Colburn, Reuben","Colburn, Reuben (1740-1818)",1740-1818,Man
50355,Cheney,"Cheney (Cheeney), Penuel (1748-1833)",1748-1833,Man
RN-GRP-0007,,,,
56735,"Perry, David","Perry, David (1741-1826)",1741-1826,Man
59152,"Trumbull, Joseph","Trumbull, Joseph (1737-1778)",1737-1778,Man
49395,"Bowen, Levi","Bowen, Levi (1742-1788)",1742-1788,Man
RN-ORG-0150,,,,
56788,"Phelps, Elisha","Phelps, Elisha (1737-1776)",1737-1776,Man
RN-ORG-0202,,,,
55506,"McKesson, John","McKesson, John (1735-1798)",1735-1798,Man
52753,"Greene, Nathanael","Greene, Nathanael (1742-1786)",1742-1786,Man
52174,"Foster, Gideon","Foster, Gideon (1749-1845)",1749-1845,Man
54598,"Lee, William Raymond","Lee, William Raymond (1745-1824)",1745-1824,Man
56000,"Morton, Perez","Morton, Perez (1750-1837)",1750-1837,Man
59511,"Walker, Thomas","Walker, Thomas (1715-1794)",1715-1794,Man
58470,"Stephen, Adam","Stephen, Adam (1718-1791)",1718-1791,Man
48579,"Arnold, Benedict","Arnold, Benedict (1741-1801)",1741-1801,Man
48718,"Baker, John","Baker, John (1721-1785)",1721-1785,Man
RN-GRP-0008,,,,
50666,"Collins, John","Collins, John (1717-1795)",1717-1795,Man
302312,"Rapalje, Stephen","Rapalje, Stephen",-,Man
51863,"Everard, Thomas","Everard, Thomas (1719-1781)",1719-1781,Man
54410,"Langdon, Samuel","Langdon, Samuel (1723-1797)",1723-1797,Man
