DocumentID,Title,Author,Recipient,Date,Publication,Founders Online,Rotunda,authorIDs,recipientIDs,Location,geonameId,coordinates,latitude,longitude,country_code,country_name,admin1,admin2,hierarchy
GEWN-02-10-02-0231,"Thomson Mason to George Washington, 15 March 1775","Mason, Thomson","Washington, George",1775-03-15,GEWN,https://founders.archives.gov/documents/Washington/02-10-02-0231,https://rotunda.upress.virginia.edu/founders/GEWN-02-10-02-0231,55285,59627,"Raspberry Plain, Loudoun County [Virginia]",4770746,"39.09068, -77.63572",39.09068,-77.63572,US,United States,Virginia,Loudoun County,United States > Virginia > Loudoun County
FOEA-01-02-02-429,"To George Washington from Thomson Francis Mason, 26 September 1781","Mason, Thomson","Washington, George",1781-09-26,EA,https://founders.archives.gov/documents/Washington/99-01-02-02-429,https://rotunda.upress.virginia.edu/founders/FOEA-01-02-02-429,55285,59627,"Leesburg, Loudoun County [Va.]",4769125,"39.11566, -77.56360",39.11566,-77.5636,US,United States,Virginia,Loudoun County,United States > Virginia > Loudoun County
FOEA-01-02-02-4851,"To George Washington from Thomson Francis Mason, 17 March 1783","Mason, Thomson","Washington, George",1783-03-17,EA,https://founders.archives.gov/documents/Washington/99-01-02-02-4851,https://rotunda.upress.virginia.edu/founders/FOEA-01-02-02-4851,55285,59627,Chappawamsic,,,,,,,,,
BNFN-01-33-02-0251,"Loge des Commandeurs du Temple to Benjamin Franklin, [18 September 1780]","Masonic Lodge, Commandeurs du Temple","Franklin, Benjamin",1780-09-18,BNFN,https://founders.archives.gov/documents/Franklin/01-33-02-0251,https://rotunda.upress.virginia.edu/founders/BNFN-01-33-02-0251,RN-ORG-0355,52222,,,,,,,,,,
BNFN-01-37-02-0416,"Loge des Commandeurs du Temple to Benjamin Franklin, 17 July 1782","Masonic Lodge, Commandeurs du Temple","Franklin, Benjamin",1782-07-17,BNFN,https://founders.archives.gov/documents/Franklin/01-37-02-0416,https://rotunda.upress.virginia.edu/founders/BNFN-01-37-02-0416,RN-ORG-0355,52222,,,,,,,,,,
BNFN-01-40-02-0138,"Loge des Commandeurs du Temple to Benjamin Franklin, 24 June 1783","Masonic Lodge, Commandeurs du Temple","Franklin, Benjamin",1783-06-24,BNFN,https://founders.archives.gov/documents/Franklin/01-40-02-0138,https://rotunda.upress.virginia.edu/founders/BNFN-01-40-02-0138,RN-ORG-0355,52222,,,,,,,,,,
BNFN-01-28-02-0403,"Loge des Neuf Soeurs to Benjamin Franklin, [before 6 February 1779]","Masonic Lodge, Neuf Soeurs","Franklin, Benjamin",1778-06-29,BNFN,https://founders.archives.gov/documents/Franklin/01-28-02-0403,https://rotunda.upress.virginia.edu/founders/BNFN-01-28-02-0403,RN-ORG-0356,52222,,,,,,,,,,
BNFN-01-29-02-0441,"Loge des Neuf Soeurs to Benjamin Franklin, [before 21 May 1779]","Masonic Lodge, Neuf Soeurs","Franklin, Benjamin",1779-03-09,BNFN,https://founders.archives.gov/documents/Franklin/01-29-02-0441,https://rotunda.upress.virginia.edu/founders/BNFN-01-29-02-0441,RN-ORG-0356,52222,,,,,,,,,,
BNFN-01-31-02-0250,"Loge des Neuf Soeurs to Benjamin Franklin, [10 January 1780]","Masonic Lodge, Neuf Soeurs","Franklin, Benjamin",1780-01-10,BNFN,https://founders.archives.gov/documents/Franklin/01-31-02-0250,https://rotunda.upress.virginia.edu/founders/BNFN-01-31-02-0250,RN-ORG-0356,52222,Paris [France],2988507,"48.85341, 2.34880",48.85341,2.3488,FR,France,Île-de-France,Paris,France > Île-de-France > Paris
BNFN-01-39-02-0375,"Loge du Patriotisme to Benjamin Franklin, with a Note from Nogaret, 8 May 1783","Masonic Lodge, Patriotisme; Nogaret, François-Félix","Franklin, Benjamin",1783-05-08,BNFN,https://founders.archives.gov/documents/Franklin/01-39-02-0375,https://rotunda.upress.virginia.edu/founders/BNFN-01-39-02-0375,RN-ORG-0357; 350059,52222,,,,,,,,,,
BNFN-01-26-02-0366,"Massachusetts Board of War to Benjamin Franklin, 8 May 1778",Massachusetts Board of War,"Franklin, Benjamin",1778-05-08,BNFN,https://founders.archives.gov/documents/Franklin/01-26-02-0366,https://rotunda.upress.virginia.edu/founders/BNFN-01-26-02-0366,RN-ORG-0179,52222,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
BNFN-01-26-02-0396,"Massachusetts Board of War to the American Commissioners, 14 May 1778",Massachusetts Board of War,"Franklin, Benjamin; Lee, Arthur; Adams, John",1778-05-14,BNFN,https://founders.archives.gov/documents/Franklin/01-26-02-0396,https://rotunda.upress.virginia.edu/founders/BNFN-01-26-02-0396,RN-ORG-0179,52222; 54536; 48298,"York, York County [Pa.]",4562407,"39.96260, -76.72774",39.9626,-76.72774,US,United States,Pennsylvania,York County,United States > Pennsylvania > York County
GEWN-03-01-02-0037,"Massachusetts Committee of Safety to George Washington, 6 July 1775",Massachusetts Committee of Safety,"Washington, George",1775-07-06,GEWN,https://founders.archives.gov/documents/Washington/03-01-02-0037,https://rotunda.upress.virginia.edu/founders/GEWN-03-01-02-0037,RN-ORG-0181,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-01-02-0136,"Massachusetts Committee of Supplies to George Washington, 1 August 1775",Massachusetts Committee of Supplies,"Washington, George",1775-08-01,GEWN,https://founders.archives.gov/documents/Washington/03-01-02-0136,https://rotunda.upress.virginia.edu/founders/GEWN-03-01-02-0136,RN-ORG-0182,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-01-02-0140,"Massachusetts Committee of Supplies to George Washington, 2 August 1775",Massachusetts Committee of Supplies,"Washington, George",1775-08-02,GEWN,https://founders.archives.gov/documents/Washington/03-01-02-0140,https://rotunda.upress.virginia.edu/founders/GEWN-03-01-02-0140,RN-ORG-0182,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-02-02-0051,"Massachusetts Council to George Washington, 27 September 1775",Massachusetts Council,"Washington, George",1775-09-27,GEWN,https://founders.archives.gov/documents/Washington/03-02-02-0051,https://rotunda.upress.virginia.edu/founders/GEWN-03-02-02-0051,RN-ORG-0013,59627,,,,,,,,,,
ADMS-06-03-02-0154,"The Council to the Massachusetts Delegates, 11 November 1775",Massachusetts Council,"Adams, John",1775-11-11,ADMS,https://founders.archives.gov/documents/Adams/06-03-02-0154,https://rotunda.upress.virginia.edu/founders/ADMS-06-03-02-0154,RN-ORG-0013,48298,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-02-02-0353,"Massachusetts Council to George Washington, 16 November 1775",Massachusetts Council,"Washington, George",1775-11-16,GEWN,https://founders.archives.gov/documents/Washington/03-02-02-0353,https://rotunda.upress.virginia.edu/founders/GEWN-03-02-02-0353,RN-ORG-0013,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-03-02-0106,"Massachusetts Council to George Washington, 20 January 1776",Massachusetts Council,"Washington, George",1776-01-20,GEWN,https://founders.archives.gov/documents/Washington/03-03-02-0106,https://rotunda.upress.virginia.edu/founders/GEWN-03-03-02-0106,RN-ORG-0013,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-05-02-0251,"Massachusetts Council to George Washington, 16 July 1776",Massachusetts Council,"Washington, George",1776-07-16,GEWN,https://founders.archives.gov/documents/Washington/03-05-02-0251,https://rotunda.upress.virginia.edu/founders/GEWN-03-05-02-0251,RN-ORG-0013,59627,,,,,,,,,,
GEWN-03-06-02-0326,"Massachusetts Council to George Washington, 28 September 1776",Massachusetts Council,"Washington, George",1776-09-28,GEWN,https://founders.archives.gov/documents/Washington/03-06-02-0326,https://rotunda.upress.virginia.edu/founders/GEWN-03-06-02-0326,RN-ORG-0013,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-06-02-0354,"Massachusetts Council to George Washington, 3 October 1776",Massachusetts Council,"Washington, George",1776-10-03,GEWN,https://founders.archives.gov/documents/Washington/03-06-02-0354,https://rotunda.upress.virginia.edu/founders/GEWN-03-06-02-0354,RN-ORG-0013,59627,,,,,,,,,,
GEWN-03-06-02-0369,"Massachusetts Council to George Washington, 5 October 1776",Massachusetts Council,"Washington, George",1776-10-05,GEWN,https://founders.archives.gov/documents/Washington/03-06-02-0369,https://rotunda.upress.virginia.edu/founders/GEWN-03-06-02-0369,RN-ORG-0013,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-07-02-0155,"Massachusetts Council to George Washington, 26 November 1776",Massachusetts Council,"Washington, George",1776-11-26,GEWN,https://founders.archives.gov/documents/Washington/03-07-02-0155,https://rotunda.upress.virginia.edu/founders/GEWN-03-07-02-0155,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-07-02-0217,"Massachusetts Council to George Washington, 8 December 1776",Massachusetts Council,"Washington, George",1776-12-08,GEWN,https://founders.archives.gov/documents/Washington/03-07-02-0217,https://rotunda.upress.virginia.edu/founders/GEWN-03-07-02-0217,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
ADMS-06-05-02-0030,"Credentials of the Massachusetts Delegates, 10 December 1776",Massachusetts Council,"Adams, John",1776-12-10,ADMS,https://founders.archives.gov/documents/Adams/06-05-02-0030,https://rotunda.upress.virginia.edu/founders/ADMS-06-05-02-0030,RN-ORG-0013,48298,,,,,,,,,,
GEWN-03-07-02-0409,"Massachusetts Council to George Washington, 4 January 1777",Massachusetts Council,"Washington, George",1777-01-04,GEWN,https://founders.archives.gov/documents/Washington/03-07-02-0409,https://rotunda.upress.virginia.edu/founders/GEWN-03-07-02-0409,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-08-02-0096,"Massachusetts Council to George Washington, 17 January 1777",Massachusetts Council,"Washington, George",1777-01-17,GEWN,https://founders.archives.gov/documents/Washington/03-08-02-0096,https://rotunda.upress.virginia.edu/founders/GEWN-03-08-02-0096,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
ADMS-06-05-02-0042,"Amended Credentials of the Massachusetts Delegates, 4 February 1777",Massachusetts Council,"Adams, John",1777-02-04,ADMS,https://founders.archives.gov/documents/Adams/06-05-02-0042,https://rotunda.upress.virginia.edu/founders/ADMS-06-05-02-0042,RN-ORG-0013,48298,"Richmond, Henrico County [Va.]",4781708,"37.55376, -77.46026",37.55376,-77.46026,US,United States,Virginia,City of Richmond,United States > Virginia > City of Richmond
GEWN-03-08-02-0351,"Massachusetts Council to George Washington, 13 February 1777",Massachusetts Council,"Washington, George",1777-02-13,GEWN,https://founders.archives.gov/documents/Washington/03-08-02-0351,https://rotunda.upress.virginia.edu/founders/GEWN-03-08-02-0351,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
BNFN-01-23-02-0253,"Massachusetts Council to the American Commissioners, 27 February 1777",Massachusetts Council,"Franklin, Benjamin; Deane, Silas; Lee, Arthur",1777-02-27,BNFN,https://founders.archives.gov/documents/Franklin/01-23-02-0253,https://rotunda.upress.virginia.edu/founders/BNFN-01-23-02-0253,RN-ORG-0013,52222; 51253; 54536,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-08-02-0650,"Massachusetts Council to George Washington, 20 March 1777",Massachusetts Council,"Washington, George",1777-03-20,GEWN,https://founders.archives.gov/documents/Washington/03-08-02-0650,https://rotunda.upress.virginia.edu/founders/GEWN-03-08-02-0650,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
BNFN-01-23-02-0356,"Massachusetts Council to the American Commissioners, 31 March 1777",Massachusetts Council,"Franklin, Benjamin; Deane, Silas; Lee, Arthur",1777-03-31,BNFN,https://founders.archives.gov/documents/Franklin/01-23-02-0356,https://rotunda.upress.virginia.edu/founders/BNFN-01-23-02-0356,RN-ORG-0013,52222; 51253; 54536,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-09-02-0093,"Massachusetts Council to George Washington, 8 April 1777",Massachusetts Council,"Washington, George",1777-04-08,GEWN,https://founders.archives.gov/documents/Washington/03-09-02-0093,https://rotunda.upress.virginia.edu/founders/GEWN-03-09-02-0093,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-09-02-0633,"Massachusetts Council to George Washington, 7 June 1777",Massachusetts Council,"Washington, George",1777-06-07,GEWN,https://founders.archives.gov/documents/Washington/03-09-02-0633,https://rotunda.upress.virginia.edu/founders/GEWN-03-09-02-0633,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-10-02-0486,"Massachusetts Council to George Washington, 1 August 1777",Massachusetts Council,"Washington, George",1777-08-01,GEWN,https://founders.archives.gov/documents/Washington/03-10-02-0486,https://rotunda.upress.virginia.edu/founders/GEWN-03-10-02-0486,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-10-02-0495,"Massachusetts Council to George Washington, 2 August 1777",Massachusetts Council,"Washington, George",1777-08-02,GEWN,https://founders.archives.gov/documents/Washington/03-10-02-0495,https://rotunda.upress.virginia.edu/founders/GEWN-03-10-02-0495,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
BNFN-01-25-02-0061,"Massachusetts Council to the American Commissioners, 24 October 1777",Massachusetts Council,"Franklin, Benjamin; Deane, Silas; Lee, Arthur",1777-10-24,BNFN,https://founders.archives.gov/documents/Franklin/01-25-02-0061,https://rotunda.upress.virginia.edu/founders/BNFN-01-25-02-0061,RN-ORG-0013,52222; 51253; 54536,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
BNFN-01-26-02-0540,"Massachusetts Council to the American Commissioners, 9 June 1778",Massachusetts Council,"Franklin, Benjamin; Lee, Arthur; Adams, John",1778-06-09,BNFN,https://founders.archives.gov/documents/Franklin/01-26-02-0540,https://rotunda.upress.virginia.edu/founders/BNFN-01-26-02-0540,RN-ORG-0013,52222; 54536; 48298,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
BNFN-01-28-02-0283,"Massachusetts Council to the American Commissioners, 5 January 1779",Massachusetts Council,"Franklin, Benjamin; Lee, Arthur; Adams, John",1779-01-05,BNFN,https://founders.archives.gov/documents/Franklin/01-28-02-0283,https://rotunda.upress.virginia.edu/founders/BNFN-01-28-02-0283,RN-ORG-0013,52222; 54536; 48298,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-22-02-0249,"Massachusetts Council to George Washington, 31 August 1779",Massachusetts Council,"Washington, George",1779-08-31,GEWN,https://founders.archives.gov/documents/Washington/03-22-02-0249,https://rotunda.upress.virginia.edu/founders/GEWN-03-22-02-0249,RN-ORG-0013,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-22-02-0579,"Massachusetts Council to George Washington, 12 October 1779",Massachusetts Council,"Washington, George",1779-10-12,GEWN,https://founders.archives.gov/documents/Washington/03-22-02-0579,https://rotunda.upress.virginia.edu/founders/GEWN-03-22-02-0579,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-22-02-0610,"Massachusetts Council to George Washington, 16 October 1779",Massachusetts Council,"Washington, George",1779-10-16,GEWN,https://founders.archives.gov/documents/Washington/03-22-02-0610,https://rotunda.upress.virginia.edu/founders/GEWN-03-22-02-0610,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-26-02-0219,"Massachusetts Council to George Washington, 5 June 1780",Massachusetts Council,"Washington, George",1780-06-05,GEWN,https://founders.archives.gov/documents/Washington/03-26-02-0219,https://rotunda.upress.virginia.edu/founders/GEWN-03-26-02-0219,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-26-02-0255,"Massachusetts Council to George Washington, 10 June 1780",Massachusetts Council,"Washington, George",1780-06-10,GEWN,https://founders.archives.gov/documents/Washington/03-26-02-0255,https://rotunda.upress.virginia.edu/founders/GEWN-03-26-02-0255,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-27-02-0073,"Massachusetts Council to George Washington, 12 July 1780",Massachusetts Council,"Washington, George",1780-07-12,GEWN,https://founders.archives.gov/documents/Washington/03-27-02-0073,https://rotunda.upress.virginia.edu/founders/GEWN-03-27-02-0073,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-27-02-0324,"Massachusetts Council to George Washington, 31 July 1780",Massachusetts Council,"Washington, George",1780-07-31,GEWN,https://founders.archives.gov/documents/Washington/03-27-02-0324,https://rotunda.upress.virginia.edu/founders/GEWN-03-27-02-0324,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-27-02-0498,"Massachusetts Council to George Washington, 16 August 1780",Massachusetts Council,"Washington, George",1780-08-16,GEWN,https://founders.archives.gov/documents/Washington/03-27-02-0498,https://rotunda.upress.virginia.edu/founders/GEWN-03-27-02-0498,RN-ORG-0013,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
ADMS-06-08-02-0191,"Massachusetts Council to John Adams and Francis Dana, 13 January 1780","Massachusetts Council; Powell, Jeremiah Dummer","Adams, John; Dana, Francis",1780-01-13,ADMS,https://founders.archives.gov/documents/Adams/06-08-02-0191,https://rotunda.upress.virginia.edu/founders/ADMS-06-08-02-0191,RN-ORG-0013; 57005,48298; 51093,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-01-02-0012,"Massachusetts Delegates to George Washington, 22 June 1775",Massachusetts Delegates,"Washington, George",1775-06-22,GEWN,https://founders.archives.gov/documents/Washington/03-01-02-0012,https://rotunda.upress.virginia.edu/founders/GEWN-03-01-02-0012,RN-ORG-0183,59627,"Philadelphia, Philadelphia County [Pa.]",4560349,"39.95238, -75.16362",39.95238,-75.16362,US,United States,Pennsylvania,Philadelphia County,United States > Pennsylvania > Philadelphia County
GEWN-03-04-02-0252,"Massachusetts Delegates to George Washington, 16 May 1776",Massachusetts Delegates,"Washington, George",1776-05-16,GEWN,https://founders.archives.gov/documents/Washington/03-04-02-0252,https://rotunda.upress.virginia.edu/founders/GEWN-03-04-02-0252,RN-ORG-0183,59627,"Philadelphia, Philadelphia County [Pa.]",4560349,"39.95238, -75.16362",39.95238,-75.16362,US,United States,Pennsylvania,Philadelphia County,United States > Pennsylvania > Philadelphia County
BNFN-01-29-02-0402,"Massachusetts Delegates to Congress to Benjamin Franklin, 12 May 1779",Massachusetts Delegates to Congress,"Franklin, Benjamin",1779-05-12,BNFN,https://founders.archives.gov/documents/Franklin/01-29-02-0402,https://rotunda.upress.virginia.edu/founders/BNFN-01-29-02-0402,RN-ORG-0184,52222,"Philadelphia, Philadelphia County [Pa.]",4560349,"39.95238, -75.16362",39.95238,-75.16362,US,United States,Pennsylvania,Philadelphia County,United States > Pennsylvania > Philadelphia County
GEWN-03-01-02-0133,"Massachusetts General Court to George Washington, July–August 1775",Massachusetts General Court,"Washington, George",1775-07-01,GEWN,https://founders.archives.gov/documents/Washington/03-01-02-0133,https://rotunda.upress.virginia.edu/founders/GEWN-03-01-02-0133,RN-ORG-0014,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-01-02-0204,"Massachusetts General Court to George Washington, 13 August 1775",Massachusetts General Court,"Washington, George",1775-08-13,GEWN,https://founders.archives.gov/documents/Washington/03-01-02-0204,https://rotunda.upress.virginia.edu/founders/GEWN-03-01-02-0204,RN-ORG-0014,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-01-02-0224,"Massachusetts General Court to George Washington, 18 August 1775",Massachusetts General Court,"Washington, George",1775-08-18,GEWN,https://founders.archives.gov/documents/Washington/03-01-02-0224,https://rotunda.upress.virginia.edu/founders/GEWN-03-01-02-0224,RN-ORG-0014,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
ADMS-06-03-02-0124,"The General Court to the Massachusetts Delegates, 24 October 1775",Massachusetts General Court,"Adams, John",1775-10-24,ADMS,https://founders.archives.gov/documents/Adams/06-03-02-0124,https://rotunda.upress.virginia.edu/founders/ADMS-06-03-02-0124,RN-ORG-0014,48298,,,,,,,,,,
GEWN-03-02-02-0459,"Massachusetts General Court to George Washington, 7 December 1775",Massachusetts General Court,"Washington, George",1775-12-07,GEWN,https://founders.archives.gov/documents/Washington/03-02-02-0459,https://rotunda.upress.virginia.edu/founders/GEWN-03-02-02-0459,RN-ORG-0014,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-03-02-0416,"Address from the Massachusetts General Court, 28 March 1776",Massachusetts General Court,"Washington, George",1776-03-28,GEWN,https://founders.archives.gov/documents/Washington/03-03-02-0416,https://rotunda.upress.virginia.edu/founders/GEWN-03-03-02-0416,RN-ORG-0014,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
ADMS-06-04-02-0107,"The General Court to the Massachusetts Delegates, 6 June 1776",Massachusetts General Court,"Adams, John; Hancock, John; Adams, Samuel; Paine, Robert Treat; Gerry, Elbridge",1776-06-06,ADMS,https://founders.archives.gov/documents/Adams/06-04-02-0107,https://rotunda.upress.virginia.edu/founders/ADMS-06-04-02-0107,RN-ORG-0014,48298; 254584; 48320; 56457; 52448,"Richmond, Henrico County [Va.]",4781708,"37.55376, -77.46026",37.55376,-77.46026,US,United States,Virginia,City of Richmond,United States > Virginia > City of Richmond
GEWN-03-05-02-0119,"Massachusetts General Court to George Washington, 2 July 1776",Massachusetts General Court,"Washington, George",1776-07-02,GEWN,https://founders.archives.gov/documents/Washington/03-05-02-0119,https://rotunda.upress.virginia.edu/founders/GEWN-03-05-02-0119,RN-ORG-0014,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
GEWN-03-06-02-0244,"Massachusetts General Court to George Washington, 13 September 1776",Massachusetts General Court,"Washington, George",1776-09-13,GEWN,https://founders.archives.gov/documents/Washington/03-06-02-0244,https://rotunda.upress.virginia.edu/founders/GEWN-03-06-02-0244,RN-ORG-0014,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-06-02-0303,"Massachusetts General Court to George Washington, 24 September 1776",Massachusetts General Court,"Washington, George",1776-09-24,GEWN,https://founders.archives.gov/documents/Washington/03-06-02-0303,https://rotunda.upress.virginia.edu/founders/GEWN-03-06-02-0303,RN-ORG-0014,59627,"Watertown, Middlesex County [Mass.]",4954611,"42.37093, -71.18283",42.37093,-71.18283,US,United States,Massachusetts,Middlesex County,United States > Massachusetts > Middlesex County
ADMS-06-05-02-0034,"General Court to John Adams and Robert Treat Paine, 3 January 1777",Massachusetts General Court,"Adams, John; Paine, Robert Treat",1777-01-03,ADMS,https://founders.archives.gov/documents/Adams/06-05-02-0034,https://rotunda.upress.virginia.edu/founders/ADMS-06-05-02-0034,RN-ORG-0014,48298; 56457,,,,,,,,,,
RNCN-01-01-02-0003-0004-0003,"Instructions to the Delegates in Congress, 10 March 1778",Massachusetts General Court,Delegates to Continental Congress,1778-03-10,RNCN,,https://rotunda.upress.virginia.edu/founders/RNCN-01-01-02-0003-0004-0003,RN-ORG-0014,RN-ORG-0133,,,,,,,,,,
